"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 16 16:18:34 GMT 2024","Fri Aug 16 16:18:34 GMT 2024","433","tests","test_users","TestUsers","","","test_get_user_list_by_default","Get list of available users by default (w/o any params)"
"passed","Fri Aug 16 16:18:34 GMT 2024","Fri Aug 16 16:18:35 GMT 2024","435","tests","test_users","TestUsers","","","test_get_custom_users_list[1]","Get list of available users with custom params (with the specified page size)"
"passed","Fri Aug 16 16:18:23 GMT 2024","Fri Aug 16 16:18:23 GMT 2024","409","tests","test_user_auth","TestUserAuth","","","test_login_with_empty_fields","Cannot login if all required fields (email and password) are empty"
"passed","Fri Aug 16 16:18:26 GMT 2024","Fri Aug 16 16:18:26 GMT 2024","392","tests","test_user_profile","TestUserProfile","","","test_edit_user_status_with_too_long_string","Unable to edit profile status if the string length exceeds 300 characters"
"passed","Fri Aug 16 16:18:04 GMT 2024","Fri Aug 16 16:18:11 GMT 2024","7559","tests","test_dialogs","TestDialogs","","","test_filtering_messages_by_date","The messages can be filtered by date (return messages newer than specified date)"
"passed","Fri Aug 16 16:18:14 GMT 2024","Fri Aug 16 16:18:15 GMT 2024","841","tests","test_dialogs","TestDialogs","","","test_message_list_of_sertan_length","Can select the length of the message list"
"passed","Fri Aug 16 16:18:21 GMT 2024","Fri Aug 16 16:18:21 GMT 2024","385","tests","test_user_auth","TestUserAuth","","","test_authorization_without_auth_cookies","User cannot authorized without sending auth cookie"
"passed","Fri Aug 16 16:18:30 GMT 2024","Fri Aug 16 16:18:30 GMT 2024","400","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[mainLink-https://mainLink#com]","Profile contacts cannot be edited with incorrect url format"
"passed","Fri Aug 16 16:18:35 GMT 2024","Fri Aug 16 16:18:35 GMT 2024","435","tests","test_users","TestUsers","","","test_get_custom_users_list[20]","Get list of available users with custom params (with the specified page size)"
"passed","Fri Aug 16 16:18:25 GMT 2024","Fri Aug 16 16:18:25 GMT 2024","790","tests","test_user_profile","TestUserProfile","","","test_edit_status","Can edit profile status and get status"
"passed","Fri Aug 16 16:18:29 GMT 2024","Fri Aug 16 16:18:30 GMT 2024","392","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[github-https://github#com]","Profile contacts cannot be edited with incorrect url format"
"passed","Fri Aug 16 16:18:37 GMT 2024","Fri Aug 16 16:18:38 GMT 2024","943","tests","test_users","TestUsers","","","test_get_user_by_term","Test get users list filtered by username"
"passed","Fri Aug 16 16:17:52 GMT 2024","Fri Aug 16 16:17:53 GMT 2024","1348","tests","test_dialogs","TestDialogs","","","test_send_message","The sender can send a message and the recipient can receive it, the message is marked as viewed after viewing"
"passed","Fri Aug 16 16:18:22 GMT 2024","Fri Aug 16 16:18:22 GMT 2024","381","tests","test_user_auth","TestUserAuth","","","test_login_with_incorrect_email_format[test@.com]","Unable to login with incorrect email format"
"passed","Fri Aug 16 16:18:12 GMT 2024","Fri Aug 16 16:18:13 GMT 2024","1196","tests","test_dialogs","TestDialogs","","","test_all_dialogs","The user can get a list of all dialogs and start chatting with any user from the list"
"passed","Fri Aug 16 16:18:29 GMT 2024","Fri Aug 16 16:18:29 GMT 2024","393","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[instagram-https://instagram#com]","Profile contacts cannot be edited with incorrect url format"
"passed","Fri Aug 16 16:18:35 GMT 2024","Fri Aug 16 16:18:36 GMT 2024","388","tests","test_users","TestUsers","","","test_get_too_long_users_list","Get too long users list (with page size more than 100 items)"
"passed","Fri Aug 16 16:18:28 GMT 2024","Fri Aug 16 16:18:28 GMT 2024","391","tests","test_user_profile","TestUserProfile","","","test_edit_profile_contacts_with_incorrect_url_format[vk-https://vk#com]","Profile contacts cannot be edited with incorrect url format"
"passed","Fri Aug 16 16:18:25 GMT 2024","Fri Aug 16 16:18:26 GMT 2024","392","tests","test_user_profile","TestUserProfile","","","test_edit_user_status_not_auth","Not auth user cannot edit their profile status"
"passed","Fri Aug 16 16:18:17 GMT 2024","Fri Aug 16 16:18:19 GMT 2024","1578","tests","test_follow_user","TestFollowUser","","","test_follow_user","User can follow/unfollow another user"
"passed","Fri Aug 16 16:18:36 GMT 2024","Fri Aug 16 16:18:37 GMT 2024","851","tests","test_users","TestUsers","","","test_get_users_list_by_page_number","Check the user lists on different pages are not the same"
"passed","Fri Aug 16 16:18:23 GMT 2024","Fri Aug 16 16:18:23 GMT 2024","392","tests","test_user_auth","TestUserAuth","","","test_login_with_empty_field[password-error_massage1]","Cannot login if any required field (email or password) is empty"
"passed","Fri Aug 16 16:18:01 GMT 2024","Fri Aug 16 16:18:03 GMT 2024","2128","tests","test_dialogs","TestDialogs","","","test_place_message_to_spam","The message can be placed to spam and than restored"
"passed","Fri Aug 16 16:18:19 GMT 2024","Fri Aug 16 16:18:21 GMT 2024","1200","tests","test_user_auth","TestUserAuth","","","test_auth","Login with email and password, check if the current user is authorized, logout"
"passed","Fri Aug 16 16:18:30 GMT 2024","Fri Aug 16 16:18:34 GMT 2024","3433","tests","test_user_profile","TestUserProfile","","","test_profile_photo","Can upload and update profile photo"
"passed","Fri Aug 16 16:18:24 GMT 2024","Fri Aug 16 16:18:24 GMT 2024","411","tests","test_user_auth","TestUserAuth","","","test_login_with_wrong_credentials[password-123]","Cannot login with wrong email or password"
